,raceId,year,race_name,race_date,driverId,first_name,last_name,nationality,constructorId,position,points,laps,fastest_lap,fastest_lap_speed
20320,337,2010,Bahrain Grand Prix,2010-03-14,4,Fernando,Alonso,Spanish,6,1,25.0,49,45,191.706
20321,337,2010,Bahrain Grand Prix,2010-03-14,13,Felipe,Massa,Brazilian,6,2,18.0,49,38,189.392
20322,337,2010,Bahrain Grand Prix,2010-03-14,1,Lewis,Hamilton,British,1,3,15.0,49,42,189.665
20323,337,2010,Bahrain Grand Prix,2010-03-14,20,Sebastian,Vettel,German,9,4,12.0,49,32,188.627
20324,337,2010,Bahrain Grand Prix,2010-03-14,3,Nico,Rosberg,German,131,5,10.0,49,45,188.599
20325,337,2010,Bahrain Grand Prix,2010-03-14,30,Michael,Schumacher,German,131,6,8.0,49,45,188.649
20326,337,2010,Bahrain Grand Prix,2010-03-14,18,Jenson,Button,British,1,7,6.0,49,45,189.017
20327,337,2010,Bahrain Grand Prix,2010-03-14,17,Mark,Webber,Australian,9,8,4.0,49,45,189.781
20328,337,2010,Bahrain Grand Prix,2010-03-14,24,Vitantonio,Liuzzi,Italian,10,9,2.0,49,39,189.118
20329,337,2010,Bahrain Grand Prix,2010-03-14,22,Rubens,Barrichello,Brazilian,3,10,1.0,49,47,189.233
20330,337,2010,Bahrain Grand Prix,2010-03-14,9,Robert,Kubica,Polish,4,11,0.0,49,33,188.226
20331,337,2010,Bahrain Grand Prix,2010-03-14,16,Adrian,Sutil,German,10,12,0.0,49,49,189.930
20332,337,2010,Bahrain Grand Prix,2010-03-14,153,Jaime,Alguersuari,Spanish,5,13,0.0,49,28,189.026
20333,337,2010,Bahrain Grand Prix,2010-03-14,807,Nico,Hülkenberg,German,3,14,0.0,48,34,186.789
20334,337,2010,Bahrain Grand Prix,2010-03-14,5,Heikki,Kovalainen,Finnish,205,15,0.0,47,47,184.810
20335,337,2010,Bahrain Grand Prix,2010-03-14,67,Sébastien,Buemi,Swiss,5,16,0.0,46,41,188.844
20336,337,2010,Bahrain Grand Prix,2010-03-14,15,Jarno,Trulli,Italian,205,17,0.0,46,34,184.465
20337,337,2010,Bahrain Grand Prix,2010-03-14,37,Pedro,de la Rosa,Spanish,15,\N,0.0,28,27,186.406
20338,337,2010,Bahrain Grand Prix,2010-03-14,811,Bruno,Senna,Brazilian,164,\N,0.0,17,14,175.613
20339,337,2010,Bahrain Grand Prix,2010-03-14,10,Timo,Glock,German,166,\N,0.0,16,11,178.467
20340,337,2010,Bahrain Grand Prix,2010-03-14,808,Vitaly,Petrov,Russian,4,\N,0.0,13,7,182.422
20341,337,2010,Bahrain Grand Prix,2010-03-14,155,Kamui,Kobayashi,Japanese,15,\N,0.0,11,4,181.347
20342,337,2010,Bahrain Grand Prix,2010-03-14,810,Lucas,di Grassi,Brazilian,166,\N,0.0,2,2,175.295
20343,337,2010,Bahrain Grand Prix,2010-03-14,812,Karun,Chandhok,Indian,164,\N,0.0,1,\N,\N
20344,338,2010,Australian Grand Prix,2010-03-28,18,Jenson,Button,British,1,1,25.0,58,52,213.804
20345,338,2010,Australian Grand Prix,2010-03-28,9,Robert,Kubica,Polish,4,2,18.0,58,52,213.138
20346,338,2010,Australian Grand Prix,2010-03-28,13,Felipe,Massa,Brazilian,6,3,15.0,58,52,213.216
20347,338,2010,Australian Grand Prix,2010-03-28,4,Fernando,Alonso,Spanish,6,4,12.0,58,47,212.812
20348,338,2010,Australian Grand Prix,2010-03-28,3,Nico,Rosberg,German,131,5,10.0,58,53,215.742
20349,338,2010,Australian Grand Prix,2010-03-28,1,Lewis,Hamilton,British,1,6,8.0,58,47,215.700
20350,338,2010,Australian Grand Prix,2010-03-28,24,Vitantonio,Liuzzi,Italian,10,7,6.0,58,55,212.865
20351,338,2010,Australian Grand Prix,2010-03-28,22,Rubens,Barrichello,Brazilian,3,8,4.0,58,58,213.998
20352,338,2010,Australian Grand Prix,2010-03-28,17,Mark,Webber,Australian,9,9,2.0,58,47,216.061
20353,338,2010,Australian Grand Prix,2010-03-28,30,Michael,Schumacher,German,131,10,1.0,58,58,214.058
20354,338,2010,Australian Grand Prix,2010-03-28,153,Jaime,Alguersuari,Spanish,5,11,0.0,58,49,212.798
20355,338,2010,Australian Grand Prix,2010-03-28,37,Pedro,de la Rosa,Spanish,15,12,0.0,58,54,210.745
20356,338,2010,Australian Grand Prix,2010-03-28,5,Heikki,Kovalainen,Finnish,205,13,0.0,56,52,203.878
20357,338,2010,Australian Grand Prix,2010-03-28,812,Karun,Chandhok,Indian,164,14,0.0,53,48,200.860
20358,338,2010,Australian Grand Prix,2010-03-28,10,Timo,Glock,German,166,\N,0.0,41,37,202.597
20359,338,2010,Australian Grand Prix,2010-03-28,810,Lucas,di Grassi,Brazilian,166,\N,0.0,26,17,197.613
20360,338,2010,Australian Grand Prix,2010-03-28,20,Sebastian,Vettel,German,9,\N,0.0,25,22,208.515
20361,338,2010,Australian Grand Prix,2010-03-28,16,Adrian,Sutil,German,10,\N,0.0,9,6,184.947
20362,338,2010,Australian Grand Prix,2010-03-28,808,Vitaly,Petrov,Russian,4,\N,0.0,9,6,185.110
20363,338,2010,Australian Grand Prix,2010-03-28,811,Bruno,Senna,Brazilian,164,\N,0.0,4,4,129.626
20364,338,2010,Australian Grand Prix,2010-03-28,67,Sébastien,Buemi,Swiss,5,\N,0.0,0,\N,\N
20365,338,2010,Australian Grand Prix,2010-03-28,807,Nico,Hülkenberg,German,3,\N,0.0,0,\N,\N
20366,338,2010,Australian Grand Prix,2010-03-28,155,Kamui,Kobayashi,Japanese,15,\N,0.0,0,\N,\N
20367,338,2010,Australian Grand Prix,2010-03-28,15,Jarno,Trulli,Italian,205,\N,0.0,0,\N,\N
20368,339,2010,Malaysian Grand Prix,2010-04-04,20,Sebastian,Vettel,German,9,1,25.0,56,53,204.009
20369,339,2010,Malaysian Grand Prix,2010-04-04,17,Mark,Webber,Australian,9,2,18.0,56,53,205.605
20370,339,2010,Malaysian Grand Prix,2010-04-04,3,Nico,Rosberg,German,131,3,15.0,56,53,203.352
20371,339,2010,Malaysian Grand Prix,2010-04-04,9,Robert,Kubica,Polish,4,4,12.0,56,55,203.466
20372,339,2010,Malaysian Grand Prix,2010-04-04,16,Adrian,Sutil,German,10,5,10.0,56,55,203.288
20373,339,2010,Malaysian Grand Prix,2010-04-04,1,Lewis,Hamilton,British,1,6,8.0,56,32,204.151
20374,339,2010,Malaysian Grand Prix,2010-04-04,13,Felipe,Massa,Brazilian,6,7,6.0,56,48,204.070
20375,339,2010,Malaysian Grand Prix,2010-04-04,18,Jenson,Button,British,1,8,4.0,56,49,202.584
20376,339,2010,Malaysian Grand Prix,2010-04-04,153,Jaime,Alguersuari,Spanish,5,9,2.0,56,44,200.572
20377,339,2010,Malaysian Grand Prix,2010-04-04,807,Nico,Hülkenberg,German,3,10,1.0,56,51,201.311
20378,339,2010,Malaysian Grand Prix,2010-04-04,67,Sébastien,Buemi,Swiss,5,11,0.0,56,54,204.433
20379,339,2010,Malaysian Grand Prix,2010-04-04,22,Rubens,Barrichello,Brazilian,3,12,0.0,55,46,200.695
20380,339,2010,Malaysian Grand Prix,2010-04-04,4,Fernando,Alonso,Spanish,6,13,0.0,54,41,205.230
20381,339,2010,Malaysian Grand Prix,2010-04-04,810,Lucas,di Grassi,Brazilian,166,14,0.0,53,28,193.315
20382,339,2010,Malaysian Grand Prix,2010-04-04,812,Karun,Chandhok,Indian,164,15,0.0,53,40,190.426
20383,339,2010,Malaysian Grand Prix,2010-04-04,811,Bruno,Senna,Brazilian,164,16,0.0,52,39,189.443
20384,339,2010,Malaysian Grand Prix,2010-04-04,15,Jarno,Trulli,Italian,205,17,0.0,51,31,192.329
20385,339,2010,Malaysian Grand Prix,2010-04-04,5,Heikki,Kovalainen,Finnish,205,\N,0.0,46,44,194.299
20386,339,2010,Malaysian Grand Prix,2010-04-04,808,Vitaly,Petrov,Russian,4,\N,0.0,32,32,198.174
20387,339,2010,Malaysian Grand Prix,2010-04-04,24,Vitantonio,Liuzzi,Italian,10,\N,0.0,12,9,194.502
20388,339,2010,Malaysian Grand Prix,2010-04-04,30,Michael,Schumacher,German,131,\N,0.0,9,9,195.474
20389,339,2010,Malaysian Grand Prix,2010-04-04,155,Kamui,Kobayashi,Japanese,15,\N,0.0,8,6,193.098
20390,339,2010,Malaysian Grand Prix,2010-04-04,10,Timo,Glock,German,166,\N,0.0,2,2,187.566
20391,339,2010,Malaysian Grand Prix,2010-04-04,37,Pedro,de la Rosa,Spanish,15,\N,0.0,0,\N,\N
20392,340,2010,Chinese Grand Prix,2010-04-18,18,Jenson,Button,British,1,1,25.0,56,14,190.731
20393,340,2010,Chinese Grand Prix,2010-04-18,1,Lewis,Hamilton,British,1,2,18.0,56,13,192.273
20394,340,2010,Chinese Grand Prix,2010-04-18,3,Nico,Rosberg,German,131,3,15.0,56,14,190.068
20395,340,2010,Chinese Grand Prix,2010-04-18,4,Fernando,Alonso,Spanish,6,4,12.0,56,14,188.445
20396,340,2010,Chinese Grand Prix,2010-04-18,9,Robert,Kubica,Polish,4,5,10.0,56,14,189.362
20397,340,2010,Chinese Grand Prix,2010-04-18,20,Sebastian,Vettel,German,9,6,8.0,56,14,191.715
20398,340,2010,Chinese Grand Prix,2010-04-18,808,Vitaly,Petrov,Russian,4,7,6.0,56,14,189.050
20399,340,2010,Chinese Grand Prix,2010-04-18,17,Mark,Webber,Australian,9,8,4.0,56,14,191.246
20400,340,2010,Chinese Grand Prix,2010-04-18,13,Felipe,Massa,Brazilian,6,9,2.0,56,14,187.616
20401,340,2010,Chinese Grand Prix,2010-04-18,30,Michael,Schumacher,German,131,10,1.0,56,14,188.149
20402,340,2010,Chinese Grand Prix,2010-04-18,16,Adrian,Sutil,German,10,11,0.0,56,14,188.030
20403,340,2010,Chinese Grand Prix,2010-04-18,22,Rubens,Barrichello,Brazilian,3,12,0.0,56,17,185.901
20404,340,2010,Chinese Grand Prix,2010-04-18,153,Jaime,Alguersuari,Spanish,5,13,0.0,56,14,189.134
20405,340,2010,Chinese Grand Prix,2010-04-18,5,Heikki,Kovalainen,Finnish,205,14,0.0,55,14,183.156
20406,340,2010,Chinese Grand Prix,2010-04-18,807,Nico,Hülkenberg,German,3,15,0.0,55,13,187.697
20407,340,2010,Chinese Grand Prix,2010-04-18,811,Bruno,Senna,Brazilian,164,16,0.0,54,16,181.337
20408,340,2010,Chinese Grand Prix,2010-04-18,812,Karun,Chandhok,Indian,164,17,0.0,52,15,180.383
20409,340,2010,Chinese Grand Prix,2010-04-18,15,Jarno,Trulli,Italian,205,\N,0.0,26,14,178.925
20410,340,2010,Chinese Grand Prix,2010-04-18,810,Lucas,di Grassi,Brazilian,166,\N,0.0,8,7,173.376
20411,340,2010,Chinese Grand Prix,2010-04-18,37,Pedro,de la Rosa,Spanish,15,\N,0.0,7,6,182.140
20412,340,2010,Chinese Grand Prix,2010-04-18,67,Sébastien,Buemi,Swiss,5,\N,0.0,0,\N,\N
20413,340,2010,Chinese Grand Prix,2010-04-18,155,Kamui,Kobayashi,Japanese,15,\N,0.0,0,\N,\N
20414,340,2010,Chinese Grand Prix,2010-04-18,24,Vitantonio,Liuzzi,Italian,10,\N,0.0,0,\N,\N
20415,340,2010,Chinese Grand Prix,2010-04-18,10,Timo,Glock,German,166,\N,0.0,0,\N,\N
20416,341,2010,Spanish Grand Prix,2010-05-09,17,Mark,Webber,Australian,9,1,25.0,66,62,197.552
20417,341,2010,Spanish Grand Prix,2010-05-09,4,Fernando,Alonso,Spanish,6,2,18.0,66,57,197.510
20418,341,2010,Spanish Grand Prix,2010-05-09,20,Sebastian,Vettel,German,9,3,15.0,66,56,196.745
20419,341,2010,Spanish Grand Prix,2010-05-09,30,Michael,Schumacher,German,131,4,12.0,66,64,195.933
20420,341,2010,Spanish Grand Prix,2010-05-09,18,Jenson,Button,British,1,5,10.0,66,64,196.768
20421,341,2010,Spanish Grand Prix,2010-05-09,13,Felipe,Massa,Brazilian,6,6,8.0,66,64,196.006
20422,341,2010,Spanish Grand Prix,2010-05-09,16,Adrian,Sutil,German,10,7,6.0,66,65,195.212
20423,341,2010,Spanish Grand Prix,2010-05-09,9,Robert,Kubica,Polish,4,8,4.0,66,66,196.077
20424,341,2010,Spanish Grand Prix,2010-05-09,22,Rubens,Barrichello,Brazilian,3,9,2.0,65,59,195.478
20425,341,2010,Spanish Grand Prix,2010-05-09,153,Jaime,Alguersuari,Spanish,5,10,1.0,65,63,195.645
20426,341,2010,Spanish Grand Prix,2010-05-09,808,Vitaly,Petrov,Russian,4,11,0.0,65,63,196.068
20427,341,2010,Spanish Grand Prix,2010-05-09,155,Kamui,Kobayashi,Japanese,15,12,0.0,65,62,194.672
20428,341,2010,Spanish Grand Prix,2010-05-09,3,Nico,Rosberg,German,131,13,0.0,65,50,196.103
20429,341,2010,Spanish Grand Prix,2010-05-09,1,Lewis,Hamilton,British,1,14,0.0,64,59,198.655
20430,341,2010,Spanish Grand Prix,2010-05-09,24,Vitantonio,Liuzzi,Italian,10,15,0.0,64,63,195.032
20431,341,2010,Spanish Grand Prix,2010-05-09,807,Nico,Hülkenberg,German,3,16,0.0,64,63,192.924
20432,341,2010,Spanish Grand Prix,2010-05-09,15,Jarno,Trulli,Italian,205,17,0.0,63,56,187.106
20433,341,2010,Spanish Grand Prix,2010-05-09,10,Timo,Glock,German,166,18,0.0,63,60,186.664
20434,341,2010,Spanish Grand Prix,2010-05-09,810,Lucas,di Grassi,Brazilian,166,19,0.0,62,47,186.398
20435,341,2010,Spanish Grand Prix,2010-05-09,67,Sébastien,Buemi,Swiss,5,\N,0.0,42,41,193.233
20436,341,2010,Spanish Grand Prix,2010-05-09,812,Karun,Chandhok,Indian,164,\N,0.0,27,26,182.071
20437,341,2010,Spanish Grand Prix,2010-05-09,37,Pedro,de la Rosa,Spanish,15,\N,0.0,18,9,185.353
20438,341,2010,Spanish Grand Prix,2010-05-09,811,Bruno,Senna,Brazilian,164,\N,0.0,0,\N,\N
20439,341,2010,Spanish Grand Prix,2010-05-09,5,Heikki,Kovalainen,Finnish,205,\N,0.0,0,\N,\N
20440,342,2010,Monaco Grand Prix,2010-05-16,17,Mark,Webber,Australian,9,1,25.0,78,63,159.643
20441,342,2010,Monaco Grand Prix,2010-05-16,20,Sebastian,Vettel,German,9,2,18.0,78,71,159.910
20442,342,2010,Monaco Grand Prix,2010-05-16,9,Robert,Kubica,Polish,4,3,15.0,78,72,159.568
20443,342,2010,Monaco Grand Prix,2010-05-16,13,Felipe,Massa,Brazilian,6,4,12.0,78,68,159.251
20444,342,2010,Monaco Grand Prix,2010-05-16,1,Lewis,Hamilton,British,1,5,10.0,78,68,157.755
20445,342,2010,Monaco Grand Prix,2010-05-16,4,Fernando,Alonso,Spanish,6,6,8.0,78,73,158.408
20446,342,2010,Monaco Grand Prix,2010-05-16,3,Nico,Rosberg,German,131,7,6.0,78,65,158.295
20447,342,2010,Monaco Grand Prix,2010-05-16,16,Adrian,Sutil,German,10,8,4.0,78,72,158.287
20448,342,2010,Monaco Grand Prix,2010-05-16,24,Vitantonio,Liuzzi,Italian,10,9,2.0,78,72,157.915
20449,342,2010,Monaco Grand Prix,2010-05-16,67,Sébastien,Buemi,Swiss,5,10,1.0,78,68,157.190
20450,342,2010,Monaco Grand Prix,2010-05-16,153,Jaime,Alguersuari,Spanish,5,11,0.0,78,73,157.421
20451,342,2010,Monaco Grand Prix,2010-05-16,30,Michael,Schumacher,German,131,12,0.0,78,71,159.089
20452,342,2010,Monaco Grand Prix,2010-05-16,808,Vitaly,Petrov,Russian,4,13,0.0,73,60,157.371
20453,342,2010,Monaco Grand Prix,2010-05-16,812,Karun,Chandhok,Indian,164,14,0.0,70,69,151.144
20454,342,2010,Monaco Grand Prix,2010-05-16,15,Jarno,Trulli,Italian,205,15,0.0,70,69,151.550
20455,342,2010,Monaco Grand Prix,2010-05-16,5,Heikki,Kovalainen,Finnish,205,\N,0.0,58,57,153.365
20456,342,2010,Monaco Grand Prix,2010-05-16,811,Bruno,Senna,Brazilian,164,\N,0.0,58,58,150.056
20457,342,2010,Monaco Grand Prix,2010-05-16,22,Rubens,Barrichello,Brazilian,3,\N,0.0,30,22,152.060
20458,342,2010,Monaco Grand Prix,2010-05-16,155,Kamui,Kobayashi,Japanese,15,\N,0.0,26,24,152.637
20459,342,2010,Monaco Grand Prix,2010-05-16,810,Lucas,di Grassi,Brazilian,166,\N,0.0,25,19,146.179
20460,342,2010,Monaco Grand Prix,2010-05-16,10,Timo,Glock,German,166,\N,0.0,22,11,148.857
20461,342,2010,Monaco Grand Prix,2010-05-16,37,Pedro,de la Rosa,Spanish,15,\N,0.0,21,21,151.684
20462,342,2010,Monaco Grand Prix,2010-05-16,18,Jenson,Button,British,1,\N,0.0,2,2,89.540
20463,342,2010,Monaco Grand Prix,2010-05-16,807,Nico,Hülkenberg,German,3,\N,0.0,0,\N,\N
20464,343,2010,Turkish Grand Prix,2010-05-30,1,Lewis,Hamilton,British,1,1,25.0,58,54,213.342
20465,343,2010,Turkish Grand Prix,2010-05-30,18,Jenson,Button,British,1,2,18.0,58,42,213.769
20466,343,2010,Turkish Grand Prix,2010-05-30,17,Mark,Webber,Australian,9,3,15.0,58,54,215.447
20467,343,2010,Turkish Grand Prix,2010-05-30,30,Michael,Schumacher,German,131,4,12.0,58,53,213.971
20468,343,2010,Turkish Grand Prix,2010-05-30,3,Nico,Rosberg,German,131,5,10.0,58,52,213.574
20469,343,2010,Turkish Grand Prix,2010-05-30,9,Robert,Kubica,Polish,4,6,8.0,58,57,214.521
20470,343,2010,Turkish Grand Prix,2010-05-30,13,Felipe,Massa,Brazilian,6,7,6.0,58,58,213.529
20471,343,2010,Turkish Grand Prix,2010-05-30,4,Fernando,Alonso,Spanish,6,8,4.0,58,56,213.493
20472,343,2010,Turkish Grand Prix,2010-05-30,16,Adrian,Sutil,German,10,9,2.0,58,55,213.617
20473,343,2010,Turkish Grand Prix,2010-05-30,155,Kamui,Kobayashi,Japanese,15,10,1.0,58,42,211.426
20474,343,2010,Turkish Grand Prix,2010-05-30,37,Pedro,de la Rosa,Spanish,15,11,0.0,58,50,212.525
20475,343,2010,Turkish Grand Prix,2010-05-30,153,Jaime,Alguersuari,Spanish,5,12,0.0,58,50,214.628
20476,343,2010,Turkish Grand Prix,2010-05-30,24,Vitantonio,Liuzzi,Italian,10,13,0.0,57,53,210.201
20477,343,2010,Turkish Grand Prix,2010-05-30,22,Rubens,Barrichello,Brazilian,3,14,0.0,57,53,211.329
20478,343,2010,Turkish Grand Prix,2010-05-30,808,Vitaly,Petrov,Russian,4,15,0.0,57,57,215.519
20479,343,2010,Turkish Grand Prix,2010-05-30,67,Sébastien,Buemi,Swiss,5,16,0.0,57,57,214.501
20480,343,2010,Turkish Grand Prix,2010-05-30,807,Nico,Hülkenberg,German,3,17,0.0,57,51,212.059
20481,343,2010,Turkish Grand Prix,2010-05-30,10,Timo,Glock,German,166,18,0.0,55,48,208.278
20482,343,2010,Turkish Grand Prix,2010-05-30,810,Lucas,di Grassi,Brazilian,166,19,0.0,55,55,206.062
20483,343,2010,Turkish Grand Prix,2010-05-30,812,Karun,Chandhok,Indian,164,20,0.0,52,37,203.169
20484,343,2010,Turkish Grand Prix,2010-05-30,811,Bruno,Senna,Brazilian,164,\N,0.0,46,35,203.898
20485,343,2010,Turkish Grand Prix,2010-05-30,20,Sebastian,Vettel,German,9,\N,0.0,39,37,213.091
20486,343,2010,Turkish Grand Prix,2010-05-30,5,Heikki,Kovalainen,Finnish,205,\N,0.0,33,26,203.647
20487,343,2010,Turkish Grand Prix,2010-05-30,15,Jarno,Trulli,Italian,205,\N,0.0,32,26,203.432
20488,344,2010,Canadian Grand Prix,2010-06-13,1,Lewis,Hamilton,British,1,1,25.0,70,62,201.778
20489,344,2010,Canadian Grand Prix,2010-06-13,18,Jenson,Button,British,1,2,18.0,70,66,200.906
20490,344,2010,Canadian Grand Prix,2010-06-13,4,Fernando,Alonso,Spanish,6,3,15.0,70,44,200.744
20491,344,2010,Canadian Grand Prix,2010-06-13,20,Sebastian,Vettel,German,9,4,12.0,70,62,200.206
20492,344,2010,Canadian Grand Prix,2010-06-13,17,Mark,Webber,Australian,9,5,10.0,70,62,200.895
20493,344,2010,Canadian Grand Prix,2010-06-13,3,Nico,Rosberg,German,131,6,8.0,70,68,201.711
20494,344,2010,Canadian Grand Prix,2010-06-13,9,Robert,Kubica,Polish,4,7,6.0,70,67,203.965
20495,344,2010,Canadian Grand Prix,2010-06-13,67,Sébastien,Buemi,Swiss,5,8,4.0,69,39,196.776
20496,344,2010,Canadian Grand Prix,2010-06-13,24,Vitantonio,Liuzzi,Italian,10,9,2.0,69,66,197.855
20497,344,2010,Canadian Grand Prix,2010-06-13,16,Adrian,Sutil,German,10,10,1.0,69,68,197.404
20498,344,2010,Canadian Grand Prix,2010-06-13,30,Michael,Schumacher,German,131,11,0.0,69,44,197.288
20499,344,2010,Canadian Grand Prix,2010-06-13,153,Jaime,Alguersuari,Spanish,5,12,0.0,69,69,196.633
20500,344,2010,Canadian Grand Prix,2010-06-13,807,Nico,Hülkenberg,German,3,13,0.0,69,64,198.950
20501,344,2010,Canadian Grand Prix,2010-06-13,22,Rubens,Barrichello,Brazilian,3,14,0.0,69,65,198.289
20502,344,2010,Canadian Grand Prix,2010-06-13,13,Felipe,Massa,Brazilian,6,15,0.0,69,45,200.441
20503,344,2010,Canadian Grand Prix,2010-06-13,5,Heikki,Kovalainen,Finnish,205,16,0.0,68,65,194.653
20504,344,2010,Canadian Grand Prix,2010-06-13,808,Vitaly,Petrov,Russian,4,17,0.0,68,58,197.596
20505,344,2010,Canadian Grand Prix,2010-06-13,812,Karun,Chandhok,Indian,164,18,0.0,66,47,191.729
20506,344,2010,Canadian Grand Prix,2010-06-13,810,Lucas,di Grassi,Brazilian,166,19,0.0,65,49,191.605
20507,344,2010,Canadian Grand Prix,2010-06-13,10,Timo,Glock,German,166,\N,0.0,55,43,192.234
20508,344,2010,Canadian Grand Prix,2010-06-13,15,Jarno,Trulli,Italian,205,\N,0.0,47,38,194.323
20509,344,2010,Canadian Grand Prix,2010-06-13,37,Pedro,de la Rosa,Spanish,15,\N,0.0,31,21,194.846
20510,344,2010,Canadian Grand Prix,2010-06-13,811,Bruno,Senna,Brazilian,164,\N,0.0,14,5,185.741
20511,344,2010,Canadian Grand Prix,2010-06-13,155,Kamui,Kobayashi,Japanese,15,\N,0.0,1,\N,\N
20512,345,2010,European Grand Prix,2010-06-27,20,Sebastian,Vettel,German,9,1,25.0,57,52,196.774
20513,345,2010,European Grand Prix,2010-06-27,1,Lewis,Hamilton,British,1,2,18.0,57,56,196.744
20514,345,2010,European Grand Prix,2010-06-27,18,Jenson,Button,British,1,3,15.0,57,54,197.521
20515,345,2010,European Grand Prix,2010-06-27,22,Rubens,Barrichello,Brazilian,3,4,12.0,57,56,196.085
20516,345,2010,European Grand Prix,2010-06-27,9,Robert,Kubica,Polish,4,5,10.0,57,55,195.981
20517,345,2010,European Grand Prix,2010-06-27,16,Adrian,Sutil,German,10,6,8.0,57,52,195.469
20518,345,2010,European Grand Prix,2010-06-27,155,Kamui,Kobayashi,Japanese,15,7,6.0,57,57,196.030
20519,345,2010,European Grand Prix,2010-06-27,4,Fernando,Alonso,Spanish,6,8,4.0,57,50,195.300
20520,345,2010,European Grand Prix,2010-06-27,67,Sébastien,Buemi,Swiss,5,9,2.0,57,53,194.920
20521,345,2010,European Grand Prix,2010-06-27,3,Nico,Rosberg,German,131,10,1.0,57,57,195.322
20522,345,2010,European Grand Prix,2010-06-27,13,Felipe,Massa,Brazilian,6,11,0.0,57,52,194.679
20523,345,2010,European Grand Prix,2010-06-27,37,Pedro,de la Rosa,Spanish,15,12,0.0,57,56,194.248
20524,345,2010,European Grand Prix,2010-06-27,153,Jaime,Alguersuari,Spanish,5,13,0.0,57,55,194.448
20525,345,2010,European Grand Prix,2010-06-27,808,Vitaly,Petrov,Russian,4,14,0.0,57,57,194.889
20526,345,2010,European Grand Prix,2010-06-27,30,Michael,Schumacher,German,131,15,0.0,57,53,197.118
20527,345,2010,European Grand Prix,2010-06-27,24,Vitantonio,Liuzzi,Italian,10,16,0.0,57,52,194.490
20528,345,2010,European Grand Prix,2010-06-27,810,Lucas,di Grassi,Brazilian,166,17,0.0,56,45,190.485
20529,345,2010,European Grand Prix,2010-06-27,812,Karun,Chandhok,Indian,164,18,0.0,55,51,187.905
20530,345,2010,European Grand Prix,2010-06-27,10,Timo,Glock,German,166,19,0.0,55,48,190.662
20531,345,2010,European Grand Prix,2010-06-27,811,Bruno,Senna,Brazilian,164,20,0.0,55,55,189.536
20532,345,2010,European Grand Prix,2010-06-27,15,Jarno,Trulli,Italian,205,21,0.0,53,53,191.691
20533,345,2010,European Grand Prix,2010-06-27,807,Nico,Hülkenberg,German,3,\N,0.0,49,46,193.554
20534,345,2010,European Grand Prix,2010-06-27,5,Heikki,Kovalainen,Finnish,205,\N,0.0,8,8,183.816
20535,345,2010,European Grand Prix,2010-06-27,17,Mark,Webber,Australian,9,\N,0.0,8,5,187.465
20536,346,2010,British Grand Prix,2010-07-11,17,Mark,Webber,Australian,9,1,25.0,52,45,229.608
20537,346,2010,British Grand Prix,2010-07-11,1,Lewis,Hamilton,British,1,2,18.0,52,43,228.633
20538,346,2010,British Grand Prix,2010-07-11,3,Nico,Rosberg,German,131,3,15.0,52,50,228.156
20539,346,2010,British Grand Prix,2010-07-11,18,Jenson,Button,British,1,4,12.0,52,52,228.031
20540,346,2010,British Grand Prix,2010-07-11,22,Rubens,Barrichello,Brazilian,3,5,10.0,52,50,226.540
20541,346,2010,British Grand Prix,2010-07-11,155,Kamui,Kobayashi,Japanese,15,6,8.0,52,52,226.678
20542,346,2010,British Grand Prix,2010-07-11,20,Sebastian,Vettel,German,9,7,6.0,52,52,230.600
20543,346,2010,British Grand Prix,2010-07-11,16,Adrian,Sutil,German,10,8,4.0,52,42,224.806
20544,346,2010,British Grand Prix,2010-07-11,30,Michael,Schumacher,German,131,9,2.0,52,47,225.203
20545,346,2010,British Grand Prix,2010-07-11,807,Nico,Hülkenberg,German,3,10,1.0,52,48,225.639
20546,346,2010,British Grand Prix,2010-07-11,24,Vitantonio,Liuzzi,Italian,10,11,0.0,52,51,225.569
20547,346,2010,British Grand Prix,2010-07-11,67,Sébastien,Buemi,Swiss,5,12,0.0,52,52,228.087
20548,346,2010,British Grand Prix,2010-07-11,808,Vitaly,Petrov,Russian,4,13,0.0,52,52,229.311
20549,346,2010,British Grand Prix,2010-07-11,4,Fernando,Alonso,Spanish,6,14,0.0,52,52,233.373
20550,346,2010,British Grand Prix,2010-07-11,13,Felipe,Massa,Brazilian,6,15,0.0,52,52,231.407
20551,346,2010,British Grand Prix,2010-07-11,15,Jarno,Trulli,Italian,205,16,0.0,51,44,219.724
20552,346,2010,British Grand Prix,2010-07-11,5,Heikki,Kovalainen,Finnish,205,17,0.0,51,48,220.336
20553,346,2010,British Grand Prix,2010-07-11,10,Timo,Glock,German,166,18,0.0,50,49,219.961
20554,346,2010,British Grand Prix,2010-07-11,812,Karun,Chandhok,Indian,164,19,0.0,50,40,214.656
20555,346,2010,British Grand Prix,2010-07-11,29,Sakon,Yamamoto,Japanese,164,20,0.0,50,50,215.723
20556,346,2010,British Grand Prix,2010-07-11,153,Jaime,Alguersuari,Spanish,5,\N,0.0,44,43,226.219
20557,346,2010,British Grand Prix,2010-07-11,37,Pedro,de la Rosa,Spanish,15,\N,0.0,29,23,221.182
20558,346,2010,British Grand Prix,2010-07-11,9,Robert,Kubica,Polish,4,\N,0.0,19,12,218.982
